,STATE_COUNTY,TRUMP_N,TRUMP_%,CLINTON_N,CLINTON_%,PER_CAPITA_INCOME,YEAR_x,UNINSURED_RATE,YEAR_y,SOME_COLLEGE,AFAMERPER,WHITESPER,ASIANPER,HISPANICPER,PERSENIORS,YEAR_x,POVERTY_RATE,YEAR_y,INCINEQUALITY,YEAR_x,UNEMP_RATE,YEAR_y,RURAL_POP,YEAR,CITIZENS
847,CO_EAGLE,8990,0.3564,14099,0.5589999999999999,39497.0,2017.0,0.17,2017.0,0.6759999999999999,0.006999999999999999,0.8320000000000001,0.01,0.301,0.056,2016.0,0.08066788515726145,2017.0,0.4029619805481873,2017.0,0.031,2017.0,0.2,2016.0,0.860419
848,CO_ELPASO,179228,0.5619,108010,0.3386,28867.0,2017.0,0.102,2017.0,0.747,0.062,0.7979999999999999,0.027000000000000003,0.151,0.1,2016.0,0.11282972157274235,2017.0,0.4729221927497789,2017.0,0.046,2017.0,0.08900000000000001,2016.0,0.965773
849,CO_ELBERT,11705,0.7326,3134,0.1961,36077.0,2017.0,0.092,2017.0,0.711,0.006999999999999999,0.947,0.006999999999999999,0.053,0.095,2016.0,0.050697558545092176,2017.0,0.4093722369584439,2017.0,0.031,2017.0,1.0,2016.0,0.9754799999999999
850,CO_FREMONT,15122,0.6881999999999999,5297,0.2411,18954.0,2017.0,0.122,2017.0,0.363,0.039,0.902,0.006,0.123,0.17600000000000002,2016.0,0.16565177857989144,2017.0,0.4623121131741821,2017.0,0.062,2017.0,0.264,2016.0,0.984606
851,CO_GARFIELD,13132,0.4961,11271,0.4258,26603.0,2017.0,0.18100000000000002,2017.0,0.568,0.006999999999999999,0.8220000000000001,0.006999999999999999,0.28300000000000003,0.084,2016.0,0.11099513489606368,2017.0,0.4433023872679045,2017.0,0.040999999999999995,2017.0,0.24100000000000002,2016.0,0.876928
852,CO_GILPIN,1566,0.4379,1634,0.4569,38022.0,2017.0,0.065,2017.0,0.753,0.005,0.948,0.014,0.049,0.094,2016.0,0.0708092485549133,2017.0,0.4556808134394342,2017.0,0.031,2017.0,1.0,2016.0,0.984057
853,CO_GRAND,4494,0.5233,3358,0.391,31684.0,2017.0,0.138,2017.0,0.608,0.004,0.935,0.008,0.075,0.102,2016.0,0.10591098748261474,2017.0,0.3681476569407604,2017.0,0.032,2017.0,0.826,2016.0,0.9586610000000001
854,CO_GUNNISON,3289,0.3494,5128,0.5448,27654.0,2017.0,0.15,2017.0,0.774,0.003,0.924,0.006999999999999999,0.08199999999999999,0.08800000000000001,2016.0,0.15371867957046267,2017.0,0.4775641025641025,2017.0,0.028999999999999998,2017.0,0.586,2016.0,0.9838879999999999
855,CO_HINSDALE,339,0.5756,197,0.3345,36365.0,2017.0,0.154,2017.0,0.8029999999999999,0.004,0.951,0.004,0.028,0.174,2016.0,0.11214953271028036,2017.0,0.4525862068965517,2017.0,0.03,2017.0,1.0,2016.0,1.0
856,CO_HUERFANO,1883,0.4978,1633,0.4317,24058.0,2017.0,0.14,2017.0,0.614,0.005,0.828,0.004,0.353,0.252,2016.0,0.1707278729759472,2017.0,0.5121573828470379,2017.0,0.077,2017.0,0.561,2016.0,0.9944790000000001
857,CO_JACKSON,629,0.7304999999999999,171,0.1986,25936.0,2017.0,0.175,2017.0,0.551,0.0,0.925,0.001,0.108,0.184,2016.0,0.1376923076923077,2017.0,0.4719274977895667,2017.0,0.037000000000000005,2017.0,1.0,2016.0,0.954824
858,CO_JEFFERSON,138177,0.4201,160776,0.4889,36087.0,2017.0,0.092,2017.0,0.759,0.011,0.884,0.026,0.14300000000000002,0.126,2016.0,0.08120180638493757,2017.0,0.4500442086648983,2017.0,0.035,2017.0,0.069,2016.0,0.9670690000000001
859,CO_KIOWA,728,0.8515,91,0.1064,22482.0,2017.0,0.124,2017.0,0.6859999999999999,0.003,0.963,0.0,0.056,0.215,2016.0,0.1068702290076336,2017.0,0.4793324491600353,2017.0,0.026000000000000002,2017.0,1.0,2016.0,0.994539
860,CO_KITCARSON,2967,0.8015000000000001,536,0.1448,21850.0,2017.0,0.168,2017.0,0.431,0.027000000000000003,0.885,0.004,0.19,0.16,2016.0,0.14201264778663733,2017.0,0.4764588859416445,2017.0,0.024,2017.0,0.48700000000000004,2016.0,0.9220700000000001
861,CO_LAPLATA,12587,0.4041,15525,0.4984,30151.0,2017.0,0.138,2017.0,0.7609999999999999,0.004,0.868,0.006,0.118,0.116,2016.0,0.10710027308742644,2017.0,0.4549071618037135,2017.0,0.035,2017.0,0.599,2016.0,0.9790530000000001
862,CO_LAKE,1270,0.397,1616,0.5052,25029.0,2017.0,0.172,2017.0,0.5479999999999999,0.004,0.807,0.005,0.391,0.08900000000000001,2016.0,0.11523087525844244,2017.0,0.5135941644562334,2017.0,0.038,2017.0,0.311,2016.0,0.915687
863,CO_LARIMER,83430,0.4257,93113,0.4751,30740.0,2017.0,0.10300000000000001,2017.0,0.807,0.008,0.905,0.019,0.106,0.119,2016.0,0.13169463543610407,2017.0,0.5001105216622458,2017.0,0.033,2017.0,0.11699999999999999,2016.0,0.9718200000000001
864,CO_LASANIMAS,3710,0.5462,2650,0.3901,22180.0,2017.0,0.135,2017.0,0.5670000000000001,0.014,0.836,0.006999999999999999,0.416,0.177,2016.0,0.14311190370040125,2017.0,0.5209991158267021,2017.0,0.055999999999999994,2017.0,0.408,2016.0,0.9724200000000001
865,CO_LINCOLN,1892,0.7767000000000001,409,0.1679,19703.0,2017.0,0.11900000000000001,2017.0,0.295,0.053,0.89,0.008,0.125,0.168,2016.0,0.1700854700854701,2017.0,0.5390141467727675,2017.0,0.034,2017.0,1.0,2016.0,0.966274
866,CO_LOGAN,7282,0.7490000000000001,1851,0.1904,22581.0,2017.0,0.132,2017.0,0.546,0.04,0.89,0.006,0.156,0.146,2016.0,0.1632908347365889,2017.0,0.5286251105216623,2017.0,0.031,2017.0,0.292,2016.0,0.966426
867,CO_MESA,49779,0.6409999999999999,21729,0.2798,26700.0,2017.0,0.13,2017.0,0.608,0.006,0.894,0.008,0.133,0.149,2016.0,0.16332299016592836,2017.0,0.5019893899204244,2017.0,0.055,2017.0,0.127,2016.0,0.9797049999999999
868,CO_MINERAL,344,0.5276,237,0.3635,42255.0,2017.0,0.12,2017.0,0.7809999999999999,0.003,0.973,0.001,0.029,0.23,2016.0,0.08196721311475409,2017.0,0.4815428824049514,2017.0,0.037000000000000005,2017.0,1.0,2016.0,1.0
869,CO_MOFFAT,5305,0.813,874,0.13390000000000002,24577.0,2017.0,0.124,2017.0,0.494,0.003,0.9,0.006,0.14400000000000002,0.105,2016.0,0.11071233517983928,2017.0,0.5182360742705571,2017.0,0.045,2017.0,0.27399999999999997,2016.0,0.9680840000000001
870,CO_MONTEZUMA,7853,0.6107,3973,0.309,23548.0,2017.0,0.175,2017.0,0.615,0.002,0.8109999999999999,0.005,0.11,0.16699999999999998,2016.0,0.18698744607252515,2017.0,0.4607648099027409,2017.0,0.055999999999999994,2017.0,0.672,2016.0,0.986426
871,CO_MONTROSE,14382,0.6788,5466,0.258,22897.0,2017.0,0.158,2017.0,0.5329999999999999,0.004,0.867,0.006,0.197,0.17800000000000002,2016.0,0.18032705649157585,2017.0,0.4843059239610963,2017.0,0.051,2017.0,0.45,2016.0,0.955268
872,CO_MORGAN,8145,0.6809999999999999,3151,0.2635,20680.0,2017.0,0.158,2017.0,0.504,0.029,0.794,0.005,0.338,0.141,2016.0,0.10731356693620844,2017.0,0.4124668435013263,2017.0,0.038,2017.0,0.325,2016.0,0.912118
873,CO_OTERO,4928,0.5831000000000001,2943,0.3482,19078.0,2017.0,0.14,2017.0,0.588,0.008,0.785,0.008,0.403,0.184,2016.0,0.23133040040095784,2017.0,0.5733863837312113,2017.0,0.057999999999999996,2017.0,0.344,2016.0,0.957809
874,CO_OURAY,1351,0.4082,1697,0.5127,33015.0,2017.0,0.12300000000000001,2017.0,0.773,0.002,0.964,0.006,0.044,0.175,2016.0,0.09153564505707516,2017.0,0.4058355437665783,2017.0,0.043,2017.0,1.0,2016.0,0.984734
875,CO_PARK,6135,0.5889,3421,0.3284,31504.0,2017.0,0.11800000000000001,2017.0,0.73,0.004,0.947,0.006,0.048,0.116,2016.0,0.06275713847098557,2017.0,0.4257294429708223,2017.0,0.034,2017.0,1.0,2016.0,0.976095
876,CO_PHILLIPS,1791,0.768,436,0.187,20720.0,2017.0,0.161,2017.0,0.547,0.004,0.892,0.006,0.187,0.207,2016.0,0.1189252336448598,2017.0,0.49889478337754206,2017.0,0.024,2017.0,1.0,2016.0,0.94479
877,CO_PITKIN,2550,0.2423,7333,0.6969,51814.0,2017.0,0.13699999999999998,2017.0,0.7859999999999999,0.005,0.935,0.012,0.091,0.115,2016.0,0.08640064212819631,2017.0,0.486737400530504,2017.0,0.038,2017.0,0.442,2016.0,0.91404
878,CO_PROWERS,3531,0.7039,1186,0.2364,18941.0,2017.0,0.174,2017.0,0.57,0.005,0.81,0.003,0.35200000000000004,0.146,2016.0,0.20593486948388745,2017.0,0.5150309460654289,2017.0,0.040999999999999995,2017.0,0.379,2016.0,0.935484
879,CO_PUEBLO,36265,0.4611,35875,0.4562,21940.0,2017.0,0.115,2017.0,0.627,0.02,0.794,0.008,0.414,0.153,2016.0,0.2022053930732913,2017.0,0.5240937223695844,2017.0,0.057,2017.0,0.142,2016.0,0.9767879999999999
880,CO_RIOBLANCO,2791,0.809,436,0.1264,27586.0,2017.0,0.12300000000000001,2017.0,0.601,0.008,0.919,0.003,0.1,0.124,2016.0,0.12442760145270805,2017.0,0.4370026525198939,2017.0,0.053,2017.0,1.0,2016.0,0.9855809999999999
881,CO_RIOGRANDE,3085,0.5575,2001,0.3616,20557.0,2017.0,0.154,2017.0,0.602,0.004,0.7829999999999999,0.004,0.424,0.162,2016.0,0.19176148893005204,2017.0,0.4808797524314766,2017.0,0.063,2017.0,0.625,2016.0,0.9604229999999999
882,CO_ROUTT,5230,0.3739,7600,0.5434,34873.0,2017.0,0.11599999999999999,2017.0,0.768,0.004,0.948,0.006,0.068,0.081,2016.0,0.10169348367752017,2017.0,0.4712643678160921,2017.0,0.032,2017.0,0.452,2016.0,0.955421
883,CO_SAGUACHE,1147,0.4046,1417,0.4998,20726.0,2017.0,0.22399999999999998,2017.0,0.488,0.002,0.823,0.008,0.401,0.146,2016.0,0.2262363519588953,2017.0,0.4570070733863837,2017.0,0.061,2017.0,1.0,2016.0,0.9183049999999999
884,CO_SANJUAN,215,0.4249,265,0.5236999999999999,24711.0,2017.0,0.131,2017.0,0.619,0.0,0.926,0.011,0.12,0.123,2016.0,0.03804347826086957,2017.0,0.485632183908046,2017.0,0.040999999999999995,2017.0,1.0,2016.0,1.0
885,CO_SANMIGUEL,1033,0.2386,2975,0.6872,40827.0,2017.0,0.134,2017.0,0.715,0.004,0.929,0.006999999999999999,0.086,0.07,2016.0,0.11931230610134436,2017.0,0.4479442970822281,2017.0,0.037000000000000005,2017.0,1.0,2016.0,0.9454100000000001
886,CO_SEDGWICK,1015,0.7441,267,0.1957,21536.0,2017.0,0.14400000000000002,2017.0,0.647,0.003,0.922,0.006999999999999999,0.121,0.239,2016.0,0.14690721649484534,2017.0,0.5194518125552609,2017.0,0.034,2017.0,1.0,2016.0,0.970427
887,CO_SUMMIT,5100,0.3153,9557,0.5909,34025.0,2017.0,0.13,2017.0,0.76,0.008,0.897,0.01,0.142,0.077,2016.0,0.12079432040333367,2017.0,0.4368921308576481,2017.0,0.025,2017.0,0.195,2016.0,0.917284
888,CO_TELLER,9745,0.6747,3603,0.2494,31075.0,2017.0,0.102,2017.0,0.6579999999999999,0.005,0.943,0.006999999999999999,0.055,0.129,2016.0,0.07534835713056941,2017.0,0.4714854111405836,2017.0,0.044000000000000004,2017.0,0.626,2016.0,0.9876450000000001
889,CO_WASHINGTON,2299,0.8412000000000001,296,0.1083,24977.0,2017.0,0.134,2017.0,0.6809999999999999,0.006,0.953,0.002,0.085,0.193,2016.0,0.11729490022172948,2017.0,0.4643015030946065,2017.0,0.025,2017.0,1.0,2016.0,0.9844200000000001
890,CO_WELD,76651,0.5660000000000001,46519,0.34450000000000003,25468.0,2017.0,0.121,2017.0,0.619,0.01,0.8290000000000001,0.012,0.284,0.096,2016.0,0.12556282012987732,2017.0,0.4542440318302388,2017.0,0.038,2017.0,0.205,2016.0,0.94306
891,CO_YUMA,3850,0.8036,726,0.1515,22498.0,2017.0,0.16699999999999998,2017.0,0.685,0.002,0.882,0.002,0.208,0.162,2016.0,0.14585624312706189,2017.0,0.4445181255526083,2017.0,0.027000000000000003,2017.0,0.649,2016.0,0.9193100000000001
893,IL_ADAMS,22790,0.7148,7676,0.2408,24217.0,2017.0,0.081,2017.0,0.657,0.035,0.937,0.006999999999999999,0.012,0.175,2016.0,0.12948021128377862,2017.0,0.4652961980548188,2017.0,0.05,2017.0,0.326,2016.0,0.993667
894,IL_ALEXANDER,1496,0.5305,1262,0.4475,13619.0,2017.0,0.105,2017.0,0.42,0.354,0.609,0.002,0.019,0.17,2016.0,0.33460298857310283,2017.0,0.5620026525198939,2017.0,0.086,2017.0,0.619,2016.0,0.995603
895,IL_BOND,4888,0.6543000000000001,2068,0.2768,23195.0,2017.0,0.092,2017.0,0.5720000000000001,0.061,0.909,0.004,0.031,0.15,2016.0,0.16544617976799947,2017.0,0.4962422634836428,2017.0,0.053,2017.0,0.607,2016.0,0.9840110000000001
896,IL_BOONE,12282,0.5418999999999999,8986,0.3965,25888.0,2017.0,0.107,2017.0,0.56,0.02,0.8440000000000001,0.013,0.202,0.117,2016.0,0.11112992118578713,2017.0,0.4063881520778073,2017.0,0.066,2017.0,0.19399999999999998,2016.0,0.938255
897,IL_BROWN,1796,0.7613,476,0.2018,20555.0,2017.0,0.07,2017.0,0.467,0.185,0.7609999999999999,0.002,0.058,0.124,2016.0,0.1170992668912225,2017.0,0.5173519009725907,2017.0,0.037000000000000005,2017.0,0.41100000000000003,2016.0,0.9862489999999999
898,IL_BUREAU,9281,0.5675,6029,0.3686,26705.0,2017.0,0.096,2017.0,0.5670000000000001,0.006,0.942,0.006999999999999999,0.077,0.181,2016.0,0.13053024151102288,2017.0,0.4749115826702034,2017.0,0.065,2017.0,0.574,2016.0,0.97475
899,IL_CALHOUN,1721,0.6728000000000001,739,0.2889,26924.0,2017.0,0.086,2017.0,0.691,0.001,0.989,0.002,0.008,0.201,2016.0,0.1244249268088666,2017.0,0.4393236074270557,2017.0,0.068,2017.0,1.0,2016.0,0.996574
900,IL_CARROLL,4434,0.6013000000000001,2447,0.3318,27118.0,2017.0,0.098,2017.0,0.528,0.008,0.969,0.003,0.028,0.212,2016.0,0.11438987481084055,2017.0,0.4703801945181256,2017.0,0.055,2017.0,0.8190000000000001,2016.0,0.986345
901,IL_CASS,3216,0.6356,1621,0.3204,22257.0,2017.0,0.12,2017.0,0.447,0.031,0.863,0.003,0.168,0.157,2016.0,0.13881768041637535,2017.0,0.4305923961096375,2017.0,0.057,2017.0,0.521,2016.0,0.921258
902,IL_CHAMPAIGN,33368,0.3712,50137,0.5577000000000001,25713.0,2017.0,0.094,2017.0,0.789,0.124,0.7340000000000001,0.08900000000000001,0.053,0.1,2016.0,0.2161771811516565,2017.0,0.6562776304155614,2017.0,0.052000000000000005,2017.0,0.127,2016.0,0.922881
903,IL_CHRISTIAN,10543,0.687,3992,0.2601,23915.0,2017.0,0.086,2017.0,0.517,0.014,0.966,0.005,0.014,0.175,2016.0,0.1359465701267087,2017.0,0.4736958443854995,2017.0,0.066,2017.0,0.435,2016.0,0.9976389999999999
904,IL_CLARK,5622,0.7184999999999999,1877,0.2399,24296.0,2017.0,0.085,2017.0,0.6459999999999999,0.003,0.981,0.003,0.011,0.18,2016.0,0.1629967096937484,2017.0,0.45247568523430604,2017.0,0.063,2017.0,0.595,2016.0,0.993101
905,IL_CLAY,5021,0.7972,1020,0.162,22279.0,2017.0,0.08800000000000001,2017.0,0.52,0.003,0.977,0.005,0.011,0.179,2016.0,0.14075311266322502,2017.0,0.4172192749778957,2017.0,0.071,2017.0,0.647,2016.0,0.994282
906,IL_CLINTON,12412,0.7177,3945,0.2281,27802.0,2017.0,0.076,2017.0,0.665,0.035,0.934,0.004,0.028,0.145,2016.0,0.09499902379159343,2017.0,0.4490495137046861,2017.0,0.045,2017.0,0.488,2016.0,0.993634
907,IL_COLES,13003,0.6013000000000001,7309,0.338,21970.0,2017.0,0.08900000000000001,2017.0,0.648,0.038,0.929,0.01,0.021,0.138,2016.0,0.2188866636694323,2017.0,0.5673076923076923,2017.0,0.062,2017.0,0.243,2016.0,0.9851709999999999
908,IL_COOK,453287,0.2102,1611946,0.7475,30183.0,2017.0,0.141,2017.0,0.682,0.248,0.5539999999999999,0.062,0.24,0.119,2016.0,0.16661065537105538,2017.0,0.600132625994695,2017.0,0.061,2017.0,0.0,2016.0,0.891418
909,IL_CRAWFORD,6277,0.7247,1992,0.23,25214.0,2017.0,0.087,2017.0,0.62,0.047,0.928,0.005,0.018000000000000002,0.168,2016.0,0.12257451210646984,2017.0,0.498342175066313,2017.0,0.06,2017.0,0.602,2016.0,0.989455
910,IL_CUMBERLAND,4206,0.7617,1031,0.1867,22952.0,2017.0,0.08199999999999999,2017.0,0.603,0.003,0.983,0.002,0.006999999999999999,0.166,2016.0,0.1627083915432616,2017.0,0.44971264367816094,2017.0,0.054000000000000006,2017.0,1.0,2016.0,0.996419
911,IL_DEKALB,19091,0.4461,20466,0.4782,23696.0,2017.0,0.092,2017.0,0.75,0.064,0.851,0.023,0.101,0.098,2016.0,0.18228306988142126,2017.0,0.5411140583554377,2017.0,0.055999999999999994,2017.0,0.203,2016.0,0.9603860000000001
912,IL_DEWITT,5077,0.6787000000000001,1910,0.2553,26704.0,2017.0,0.078,2017.0,0.627,0.005,0.968,0.004,0.021,0.16699999999999998,2016.0,0.11993274799178033,2017.0,0.4493810786914235,2017.0,0.055999999999999994,2017.0,0.488,2016.0,0.991361
913,IL_DOUGLAS,5698,0.7031999999999999,1949,0.2405,23732.0,2017.0,0.124,2017.0,0.523,0.003,0.957,0.004,0.061,0.158,2016.0,0.11367936589107645,2017.0,0.4303713527851459,2017.0,0.05,2017.0,0.616,2016.0,0.9779969999999999
914,IL_DUPAGE,166415,0.3945,228622,0.542,38570.0,2017.0,0.086,2017.0,0.772,0.046,0.779,0.101,0.133,0.116,2016.0,0.07047466913070671,2017.0,0.4651856763925729,2017.0,0.047,2017.0,0.0,2016.0,0.9177690000000001
915,IL_EDGAR,5645,0.7221,1793,0.2294,23368.0,2017.0,0.09,2017.0,0.611,0.003,0.983,0.002,0.01,0.187,2016.0,0.16243220097059666,2017.0,0.5209991158267021,2017.0,0.064,2017.0,0.518,2016.0,0.9951200000000001
916,IL_EDWARDS,2778,0.838,434,0.1309,20898.0,2017.0,0.09,2017.0,0.642,0.004,0.98,0.003,0.009000000000000001,0.177,2016.0,0.1169950738916256,2017.0,0.4826480990274094,2017.0,0.06,2017.0,1.0,2016.0,0.997883
917,IL_EFFINGHAM,13635,0.7807999999999999,3083,0.1765,27051.0,2017.0,0.076,2017.0,0.664,0.002,0.976,0.004,0.017,0.152,2016.0,0.10778265511923124,2017.0,0.44219717064544656,2017.0,0.049,2017.0,0.597,2016.0,0.991035
918,IL_FAYETTE,7372,0.7731,1819,0.1908,21523.0,2017.0,0.105,2017.0,0.48700000000000004,0.044,0.937,0.002,0.014,0.162,2016.0,0.16090584028605484,2017.0,0.4732537577365164,2017.0,0.065,2017.0,0.67,2016.0,0.9948239999999999
919,IL_FORD,4480,0.7106999999999999,1414,0.2243,25448.0,2017.0,0.08900000000000001,2017.0,0.655,0.006,0.971,0.003,0.021,0.187,2016.0,0.14037062045164678,2017.0,0.4598806366047745,2017.0,0.054000000000000006,2017.0,0.418,2016.0,0.994331
920,IL_FRANKLIN,13116,0.7064,4727,0.2546,20394.0,2017.0,0.10099999999999999,2017.0,0.616,0.003,0.977,0.003,0.012,0.184,2016.0,0.1917871780991416,2017.0,0.4919319186560566,2017.0,0.08199999999999999,2017.0,0.486,2016.0,0.995418
921,IL_FULTON,8492,0.5428000000000001,6133,0.392,22318.0,2017.0,0.098,2017.0,0.59,0.034,0.934,0.003,0.024,0.181,2016.0,0.15586272640610105,2017.0,0.4545755968169762,2017.0,0.077,2017.0,0.6,2016.0,0.984243
922,IL_GALLATIN,1942,0.7206,657,0.2438,23862.0,2017.0,0.102,2017.0,0.602,0.002,0.979,0.001,0.012,0.205,2016.0,0.16241737488196412,2017.0,0.5065207780725022,2017.0,0.069,2017.0,1.0,2016.0,1.0
923,IL_GREENE,4145,0.7464,1205,0.217,22307.0,2017.0,0.092,2017.0,0.502,0.009000000000000001,0.979,0.001,0.008,0.172,2016.0,0.17443212652143578,2017.0,0.4688328912466844,2017.0,0.062,2017.0,0.708,2016.0,0.997984
924,IL_GRUNDY,13454,0.5854,8065,0.35090000000000005,28725.0,2017.0,0.076,2017.0,0.627,0.012,0.937,0.006999999999999999,0.08199999999999999,0.111,2016.0,0.09812522533349358,2017.0,0.4400972590627763,2017.0,0.068,2017.0,0.244,2016.0,0.988339
925,IL_HAMILTON,3206,0.7733,802,0.1934,21960.0,2017.0,0.094,2017.0,0.708,0.004,0.982,0.002,0.012,0.198,2016.0,0.1498647651831817,2017.0,0.5921750663129973,2017.0,0.053,2017.0,0.6809999999999999,2016.0,0.99903
926,IL_HANCOCK,6430,0.716,2139,0.2382,23714.0,2017.0,0.08800000000000001,2017.0,0.631,0.003,0.98,0.002,0.01,0.198,2016.0,0.11539088390286305,2017.0,0.4283819628647215,2017.0,0.064,2017.0,0.71,2016.0,0.9957600000000001
927,IL_HARDIN,1653,0.7735,420,0.1965,22366.0,2017.0,0.099,2017.0,0.636,0.003,0.973,0.005,0.013,0.203,2016.0,0.1882753587934809,2017.0,0.6112953138815207,2017.0,0.08199999999999999,2017.0,1.0,2016.0,1.0
928,IL_HENDERSON,2155,0.618,1155,0.3312,25902.0,2017.0,0.098,2017.0,0.624,0.002,0.982,0.002,0.011,0.209,2016.0,0.1058653149891383,2017.0,0.4249557913351017,2017.0,0.059000000000000004,2017.0,0.997,2016.0,0.9926790000000001
929,IL_HENRY,13985,0.5755,8871,0.3651,27117.0,2017.0,0.077,2017.0,0.624,0.016,0.948,0.004,0.048,0.171,2016.0,0.12327700972862266,2017.0,0.4587754199823165,2017.0,0.062,2017.0,0.503,2016.0,0.984441
930,IL_IROQUOIS,9750,0.7524,2504,0.1932,25098.0,2017.0,0.10099999999999999,2017.0,0.5770000000000001,0.008,0.947,0.003,0.053,0.189,2016.0,0.1611887493366354,2017.0,0.4692749778956676,2017.0,0.057,2017.0,0.7170000000000001,2016.0,0.979663
931,IL_JACKSON,10843,0.4479,11634,0.4806,20527.0,2017.0,0.114,2017.0,0.752,0.14300000000000002,0.778,0.032,0.04,0.116,2016.0,0.28252605540297204,2017.0,0.7750884173297966,2017.0,0.055999999999999994,2017.0,0.37200000000000005,2016.0,0.956731
932,IL_JASPER,3975,0.7785,924,0.181,24174.0,2017.0,0.08800000000000001,2017.0,0.665,0.001,0.986,0.002,0.008,0.174,2016.0,0.0823854576379292,2017.0,0.4282714412024757,2017.0,0.063,2017.0,0.6990000000000001,2016.0,0.9931190000000001
933,IL_JEFFERSON,11695,0.6940000000000001,4425,0.2626,22620.0,2017.0,0.081,2017.0,0.586,0.084,0.884,0.006,0.021,0.162,2016.0,0.17715204256970235,2017.0,0.5380194518125553,2017.0,0.068,2017.0,0.588,2016.0,0.9931209999999999
934,IL_JERSEY,7748,0.7088,2679,0.2451,25467.0,2017.0,0.08199999999999999,2017.0,0.6990000000000001,0.004,0.976,0.003,0.01,0.157,2016.0,0.09100223546944858,2017.0,0.4280503978779841,2017.0,0.063,2017.0,0.606,2016.0,0.993851
935,IL_JODAVIESS,6121,0.5466,4462,0.3984,29675.0,2017.0,0.095,2017.0,0.653,0.005,0.972,0.003,0.027000000000000003,0.213,2016.0,0.0933418286078369,2017.0,0.4488284703801945,2017.0,0.055,2017.0,0.726,2016.0,0.987334
936,IL_JOHNSON,4649,0.7709,1142,0.1894,18763.0,2017.0,0.086,2017.0,0.506,0.08,0.89,0.002,0.03,0.172,2016.0,0.12607529368236056,2017.0,0.5611184792219275,2017.0,0.086,2017.0,1.0,2016.0,0.992772
937,IL_KANE,82734,0.4166,103665,0.522,30082.0,2017.0,0.121,2017.0,0.595,0.057,0.746,0.035,0.307,0.096,2016.0,0.11018360088436027,2017.0,0.4667329796640141,2017.0,0.057999999999999996,2017.0,0.036000000000000004,2016.0,0.886917
938,IL_KANKAKEE,25129,0.5383,18971,0.4064,23779.0,2017.0,0.096,2017.0,0.599,0.151,0.7759999999999999,0.009000000000000001,0.09,0.134,2016.0,0.1572915886450453,2017.0,0.4898320070733864,2017.0,0.068,2017.0,0.245,2016.0,0.967908
939,IL_KENDALL,24961,0.4686,24884,0.4671,31276.0,2017.0,0.068,2017.0,0.765,0.057,0.836,0.03,0.156,0.073,2016.0,0.05446265938069217,2017.0,0.35245358090185674,2017.0,0.051,2017.0,0.10400000000000001,2016.0,0.960355
940,IL_KNOX,10737,0.4835,10083,0.454,22093.0,2017.0,0.094,2017.0,0.569,0.07200000000000001,0.875,0.006,0.048,0.184,2016.0,0.17619356594177116,2017.0,0.514920424403183,2017.0,0.062,2017.0,0.243,2016.0,0.981914
941,IL_LAKE,109767,0.3683,171095,0.5740999999999999,38018.0,2017.0,0.099,2017.0,0.6779999999999999,0.07,0.7509999999999999,0.063,0.199,0.104,2016.0,0.08851496965797187,2017.0,0.523762157382847,2017.0,0.055,2017.0,0.013000000000000001,2016.0,0.9053829999999999
942,IL_LASALLE,26689,0.5426,19543,0.3973,25709.0,2017.0,0.08900000000000001,2017.0,0.5770000000000001,0.019,0.932,0.006999999999999999,0.08,0.16399999999999998,2016.0,0.1388873527622629,2017.0,0.5029840848806366,2017.0,0.07,2017.0,0.302,2016.0,0.982409
943,IL_LAWRENCE,4521,0.7478,1290,0.2134,14147.0,2017.0,0.08900000000000001,2017.0,0.43799999999999994,0.096,0.873,0.002,0.033,0.159,2016.0,0.15977801706286754,2017.0,0.4290450928381963,2017.0,0.071,2017.0,0.58,2016.0,0.9789530000000001
944,IL_LEE,8612,0.5642,5528,0.3622,25409.0,2017.0,0.085,2017.0,0.5589999999999999,0.048,0.909,0.006999999999999999,0.05,0.157,2016.0,0.11950718685831625,2017.0,0.4492705570291778,2017.0,0.054000000000000006,2017.0,0.532,2016.0,0.9847629999999999
945,IL_LIVINGSTON,10208,0.6743000000000001,4023,0.2658,24952.0,2017.0,0.077,2017.0,0.526,0.049,0.918,0.005,0.039,0.158,2016.0,0.1282096480404254,2017.0,0.4701591511936339,2017.0,0.055,2017.0,0.408,2016.0,0.988733
946,IL_LOGAN,8181,0.6726000000000001,3313,0.2724,21445.0,2017.0,0.07400000000000001,2017.0,0.617,0.075,0.8909999999999999,0.006,0.029,0.157,2016.0,0.12465154982317456,2017.0,0.5260831122900088,2017.0,0.055,2017.0,0.39899999999999997,2016.0,0.989403
947,IL_MACON,26866,0.5654,18343,0.386,26232.0,2017.0,0.08199999999999999,2017.0,0.639,0.163,0.7929999999999999,0.01,0.019,0.16399999999999998,2016.0,0.18733355605402569,2017.0,0.5397877984084881,2017.0,0.071,2017.0,0.153,2016.0,0.987547
948,IL_MACOUPIN,14322,0.6454000000000001,6689,0.3014,24658.0,2017.0,0.08199999999999999,2017.0,0.645,0.008,0.976,0.003,0.009000000000000001,0.171,2016.0,0.12952511133647868,2017.0,0.466290893015031,2017.0,0.063,2017.0,0.585,2016.0,0.997806
